System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
20:36:31:009, 38333417733027,    6.792,   12.000, 3700,  14.853,  79.334,  22.037,  13.470,  69.160,  19.211, 87,  0,   0.163,   1.623,   0.451,   0.192,   1.453,   0.404,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:31:119, 38333614590653,    6.901,   12.000, 3700,  15.202,  80.996,  22.499,  13.834,  70.673,  19.631, 83,  0,   0.167,   1.641,   0.456,   0.197,   1.474,   0.410,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:31:228, 38333811287579,    7.011,   25.000, 3700,  22.114,  83.413,  23.170,  20.629,  72.927,  20.258, 85,  0,   0.306,   1.675,   0.465,   0.195,   1.496,   0.415,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:31:336, 38334006276495,    7.119,   12.000, 3700,  15.279,  85.068,  23.630,  13.765,  74.418,  20.672, 80,  0,   0.165,   1.693,   0.470,   0.195,   1.517,   0.421,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:31:446, 38334203261288,    7.228,   17.000, 3700,  16.907,  86.918,  24.144,  15.479,  76.112,  21.142, 89,  0,   0.239,   1.719,   0.477,   0.207,   1.539,   0.428,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.542
20:36:31:555, 38334398970460,    7.337,   13.000, 3700,  16.277,  88.688,  24.636,  14.562,  77.696,  21.582, 82,  0,   0.195,   1.740,   0.483,   0.198,   1.561,   0.434,  51.000,  51.000,  71.000,   0.000,   0.000,  143,   0.000
20:36:31:663, 38334594119235,    7.445,   12.000, 3700,  14.966,  90.310,  25.086,  13.595,  79.169,  21.992, 90,  0,   0.168,   1.758,   0.488,   0.195,   1.582,   0.439,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:31:772, 38334791270145,    7.555,   12.000, 3800,  14.978,  91.951,  25.542,  13.520,  80.650,  22.403, 85,  0,   0.158,   1.776,   0.493,   0.192,   1.603,   0.445,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:31:882, 38334987667739,    7.664,   12.000, 3900,  14.711,  93.556,  25.988,  13.303,  82.102,  22.806, 78,  0,   0.157,   1.793,   0.498,   0.202,   1.625,   0.451,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:31:992, 38335186266795,    7.774,   12.000, 3700,  14.609,  95.168,  26.436,  13.191,  83.557,  23.210, 87,  0,   0.158,   1.810,   0.503,   0.199,   1.647,   0.458,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:32:102, 38335384780477,    7.885,   12.000, 3700,  14.926,  96.814,  26.893,  13.432,  85.039,  23.622, 83,  0,   0.160,   1.828,   0.508,   0.195,   1.669,   0.464,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:32:212, 38335581836443,    7.994,   28.000, 3700,  22.434,  99.270,  27.575,  20.946,  87.332,  24.259, 84,  0,   0.310,   1.862,   0.517,   0.200,   1.691,   0.470,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:32:321, 38335778489957,    8.103,   13.000, 3700,  15.968, 101.015,  28.060,  14.440,  88.909,  24.697, 90,  0,   0.169,   1.880,   0.522,   0.193,   1.712,   0.475,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:32:430, 38335975351124,    8.213,   16.000, 3700,  16.967, 102.870,  28.575,  15.404,  90.594,  25.165, 91,  0,   0.236,   1.906,   0.529,   0.213,   1.735,   0.482,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.553
20:36:32:540, 38336171946856,    8.322,   14.000, 3700,  16.021, 104.620,  29.061,  14.378,  92.164,  25.601, 85,  0,   0.181,   1.926,   0.535,   0.194,   1.756,   0.488,  51.000,  51.000,  71.000,   0.000,   0.000,  140,   0.000
20:36:32:648, 38336367162247,    8.430,   12.000, 3700,  14.956, 106.242,  29.512,  13.598,  93.639,  26.011, 86,  0,   0.153,   1.942,   0.540,   0.191,   1.777,   0.494,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:32:757, 38336563023831,    8.539,   17.000, 3700,  16.793, 108.069,  30.019,  15.387,  95.313,  26.476, 89,  0,   0.280,   1.973,   0.548,   0.194,   1.798,   0.499,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:32:867, 38336760899136,    8.649,   12.000, 3700,  15.289, 109.750,  30.486,  13.730,  96.823,  26.895, 82,  0,   0.174,   1.992,   0.553,   0.194,   1.819,   0.505,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:32:976, 38336957679306,    8.759,   13.000, 3700,  15.124, 111.403,  30.945,  13.686,  98.319,  27.311, 92,  0,   0.191,   2.013,   0.559,   0.198,   1.841,   0.511,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:33:085, 38337154206075,    8.868,   14.000, 3700,  15.975, 113.148,  31.430,  14.256,  99.875,  27.743, 91,  0,   0.215,   2.036,   0.566,   0.196,   1.862,   0.517,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:33:194, 38337350863117,    8.977,   23.000, 3700,  21.325, 115.477,  32.077,  19.797, 102.038,  28.344, 96,  0,   0.321,   2.071,   0.575,   0.197,   1.884,   0.523,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:33:304, 38337547680460,    9.086,   15.000, 3700,  17.207, 117.359,  32.600,  15.795, 103.765,  28.824, 87,  0,   0.183,   2.091,   0.581,   0.203,   1.906,   0.529,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:33:412, 38337742647337,    9.195,   19.000, 3700,  16.806, 119.179,  33.105,  15.240, 105.416,  29.282, 92,  0,   0.219,   2.115,   0.587,   0.224,   1.930,   0.536,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.732
20:36:33:521, 38337939377172,    9.304,   14.000, 3700,  16.235, 120.953,  33.598,  14.627, 107.015,  29.726, 88,  0,   0.196,   2.136,   0.593,   0.198,   1.952,   0.542,  51.000,  51.000,  71.000,   0.000,   0.000,  161,   0.000
20:36:33:631, 38338136171266,    9.413,   12.000, 3700,  15.050, 122.599,  34.055,  13.677, 108.510,  30.142, 97,  0,   0.166,   2.155,   0.598,   0.203,   1.974,   0.548,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:33:740, 38338333127216,    9.523,   12.000, 3700,  14.986, 124.239,  34.511,  13.465, 109.983,  30.551, 89,  0,   0.170,   2.173,   0.604,   0.202,   1.996,   0.555,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:33:850, 38338531628092,    9.633,   12.000, 3700,  15.164, 125.911,  34.975,  13.784, 111.503,  30.973, 85,  0,   0.165,   2.191,   0.609,   0.196,   2.018,   0.561,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:33:959, 38338727782248,    9.742,   12.000, 3700,  14.921, 127.537,  35.427,  13.475, 112.972,  31.381, 91,  0,   0.157,   2.208,   0.613,   0.193,   2.039,   0.566,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:34:068, 38338922695660,    9.850,   11.000, 3700,  14.909, 129.151,  35.875,  13.531, 114.437,  31.788, 91,  0,   0.153,   2.225,   0.618,   0.194,   2.060,   0.572,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:34:177, 38339119630790,    9.960,   18.000, 3700,  18.815, 131.210,  36.447,  17.138, 116.312,  32.309, 86,  0,   0.272,   2.255,   0.626,   0.194,   2.081,   0.578,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:34:286, 38339316257535,   10.069,   23.000, 3700,  20.782, 133.480,  37.078,  18.958, 118.383,  32.884, 87,  0,   0.244,   2.281,   0.634,   0.196,   2.103,   0.584,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:34:407, 38339533404061,   10.189,   26.000, 3800,  16.607, 135.483,  37.634,  15.262, 120.224,  33.396, 90,  0,   0.194,   2.305,   0.640,   0.214,   2.128,   0.591,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.625
20:36:34:505, 38339709044029,   10.287,   12.000, 3700,  15.189, 136.966,  38.046,  13.620, 121.553,  33.765, 94,  0,   0.202,   2.325,   0.646,   0.201,   2.148,   0.597,  51.000,  51.000,  71.000,   0.000,   0.000,   20,   1.424
20:36:34:614, 38339905758490,   10.396,   13.000, 3700,  15.645, 138.675,  38.521,  14.226, 123.108,  34.197, 90,  0,   0.166,   2.343,   0.651,   0.199,   2.170,   0.603,  51.000,  51.000,  71.000,   0.000,   0.000,    0,   0.000
20:36:34:725, 38340106179993,   10.508,   12.000, 3700,  15.053, 140.351,  38.986,  13.489, 124.610,  34.614, 92,  0,   0.161,   2.361,   0.656,   0.197,   2.192,   0.609,  51.000,  51.000,  71.000,   0.000,   0.000,  132,   0.000
20:36:34:838, 38340308393215,   10.620,   12.000, 3800,  15.004, 142.037,  39.455,  13.596, 126.137,  35.038, 91,  0,   0.172,   2.380,   0.661,   0.191,   2.213,   0.615,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:34:949, 38340508847455,   10.731,   12.000, 3700,  15.111, 143.720,  39.922,  13.717, 127.665,  35.462, 92,  0,   0.161,   2.398,   0.666,   0.188,   2.234,   0.621,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:35:059, 38340706680484,   10.841,   11.000, 3700,  14.896, 145.357,  40.377,  13.441, 129.142,  35.873, 92,  0,   0.154,   2.415,   0.671,   0.188,   2.255,   0.626,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
20:36:35:168, 38340903624395,   10.951,   19.000, 3700,  18.675, 147.400,  40.945,  17.094, 131.012,  36.392, 92,  0,   0.220,   2.439,   0.677,   0.192,   2.276,   0.632,  51.000,  51.000,  71.000,   0.000,   0.000,    0,   0.000
20:36:35:279, 38341102108579,   11.061,   20.000, 3700,  17.982, 149.383,  41.495,  16.519, 132.834,  36.898, 90,  0,   0.218,   2.463,   0.684,   0.199,   2.298,   0.638,  51.000,  51.000,  71.000,   0.000,   0.000,  132,   0.000
20:36:35:416, 38341349554266,   11.198,   24.000, 3800,  16.308, 151.625,  42.118,  14.922, 134.885,  37.468, 89,  0,   0.194,   2.489,   0.692,   0.207,   2.326,   0.646,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.334
20:36:35:499, 38341499298930,   11.282,   13.000, 3700,  15.604, 152.923,  42.479,  13.935, 136.044,  37.790, 87,  0,   0.213,   2.507,   0.696,   0.205,   2.343,   0.651,  51.000,  51.000,  71.000,   0.000,   0.000,   63,   7.193
20:36:35:610, 38341699666933,   11.393,   13.000, 3700,  15.469, 154.645,  42.957,  14.080, 137.612,  38.225, 86,  0,   0.168,   2.526,   0.702,   0.197,   2.365,   0.657,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
