System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
19:34:03:544, 31587965673309,    0.119,    5.000, 3100,   5.217,   0.622,   0.173,   3.591,   0.428,   0.119, 57,  0,   0.454,   0.054,   0.015,   0.015,   0.002,   0.000,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.289
19:34:03:654, 31588164220674,    0.229,    5.000,  800,   1.742,   0.814,   0.226,   0.475,   0.480,   0.133, 55,  0,   0.331,   0.091,   0.025,   0.011,   0.003,   0.001,  51.000,  51.000,  71.000,   0.000,   0.000,   18,   0.150
19:34:03:763, 31588359494764,    0.338,    9.000,  800,   1.920,   1.022,   0.284,   0.618,   0.547,   0.152, 55,  0,   0.292,   0.122,   0.034,   0.075,   0.011,   0.003,  51.000,  51.000,  71.000,   0.000,   0.000,   30,   0.061
19:34:03:872, 31588555911510,    0.447,    2.000, 2300,   3.122,   1.363,   0.379,   1.801,   0.744,   0.207, 55,  0,   0.248,   0.149,   0.041,   0.120,   0.024,   0.007,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
19:34:04:008, 31588802014162,    0.584,   16.000, 3900,   2.431,   1.695,   0.471,   1.199,   0.908,   0.252, 64,  0,   0.304,   0.191,   0.053,   0.052,   0.031,   0.009,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.470
19:34:04:090, 31588948597275,    0.665,    6.000, 2200,   7.796,   2.330,   0.647,   5.918,   1.390,   0.386, 57,  0,   0.216,   0.208,   0.058,   0.215,   0.049,   0.014,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.583
19:34:04:199, 31589144797891,    0.774,    5.000,  800,   1.958,   2.543,   0.706,   0.541,   1.449,   0.402, 55,  0,   0.169,   0.227,   0.063,   0.211,   0.072,   0.020,  51.000,  51.000,  71.000,   0.000,   0.000,   21,   0.000
19:34:04:308, 31589341117972,    0.883,    5.000,  900,   2.430,   2.808,   0.780,   0.960,   1.553,   0.431, 56,  0,   0.168,   0.245,   0.068,   0.266,   0.101,   0.028,  51.000,  51.000,  71.000,   0.000,   0.000,   26,   0.000
19:34:04:418, 31589538998233,    0.993,    4.000, 1400,   3.049,   3.144,   0.873,   1.415,   1.709,   0.475, 56,  0,   0.179,   0.265,   0.074,   0.273,   0.131,   0.036,  51.000,  51.000,  71.000,   0.000,   0.000,   12,   0.000
19:34:04:529, 31589738498811,    1.104,    5.000, 3400,   3.011,   3.477,   0.966,   1.485,   1.873,   0.520, 56,  0,   0.259,   0.294,   0.082,   0.231,   0.156,   0.043,  51.000,  51.000,  71.000,   0.000,   0.000,   97,   0.000
19:34:04:638, 31589934968657,    1.213,    5.000,  900,   3.602,   3.870,   1.075,   2.165,   2.110,   0.586, 56,  0,   0.177,   0.313,   0.087,   0.207,   0.179,   0.050,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.000
19:34:04:747, 31590131322460,    1.322,    2.000,  900,   2.974,   4.195,   1.165,   1.516,   2.275,   0.632, 56,  0,   0.189,   0.334,   0.093,   0.252,   0.206,   0.057,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
19:34:04:856, 31590327536148,    1.431,    4.000,  900,   2.538,   4.471,   1.242,   1.106,   2.396,   0.665, 55,  0,   0.164,   0.351,   0.098,   0.226,   0.231,   0.064,  51.000,  51.000,  71.000,   0.000,   0.000,   20,   0.000
19:34:04:965, 31590523769685,    1.540,    4.000,  900,   2.245,   4.716,   1.310,   0.789,   2.482,   0.689, 56,  0,   0.170,   0.370,   0.103,   0.258,   0.259,   0.072,  51.000,  51.000,  71.000,   0.000,   0.000,   24,   0.000
19:34:05:075, 31590721780143,    1.650,    5.000, 2700,   4.138,   5.171,   1.437,   2.589,   2.766,   0.768, 55,  0,   0.253,   0.398,   0.111,   0.282,   0.290,   0.081,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   1.126
