System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:29:29:919, 13506659076717,    1.206,   15.000, 2400,   2.668,   5.751,   1.598,   1.117,   3.768,   1.047, 58,  0,   0.392,   0.668,   0.186,   0.049,   0.198,   0.055,  51.000,  51.000,  71.000,   0.000,   0.000,    7,   1.077
16:29:30:029, 13506857340180,    1.316,   17.000, 3700,   7.526,   6.580,   1.828,   5.608,   4.386,   1.218, 59,  0,   0.605,   0.735,   0.204,   0.195,   0.219,   0.061,  51.000,  51.000,  71.000,   0.000,   0.000,   53,   9.503
16:29:30:139, 13507055784717,    1.426,   17.000, 3700,  14.321,   8.159,   2.266,  12.500,   5.764,   1.601, 77,  0,   0.756,   0.818,   0.227,   0.247,   0.246,   0.068,  51.000,  51.000,  71.000,   0.000,   0.000,   73,  13.335
16:29:30:251, 13507256360714,    1.538,   13.000, 3700,  10.846,   9.368,   2.602,   8.656,   6.728,   1.869, 63,  0,   0.769,   0.904,   0.251,   0.342,   0.284,   0.079,  51.000,  51.000,  71.000,   0.000,   0.000,   74,  13.879
16:29:30:361, 13507454963004,    1.648,    7.000, 1000,   3.901,   9.798,   2.722,   2.553,   7.010,   1.947, 59,  0,   0.357,   0.943,   0.262,   0.033,   0.288,   0.080,  51.000,  51.000,  71.000,   0.000,   0.000,   50,   6.439
16:29:30:470, 13507651369799,    1.757,   10.000, 1000,   2.151,  10.033,   2.787,   0.764,   7.093,   1.970, 58,  0,   0.352,   0.982,   0.273,   0.007,   0.289,   0.080,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.000
16:29:30:580, 13507848734319,    1.867,   12.000, 1000,   2.193,  10.273,   2.854,   0.878,   7.190,   1.997, 58,  0,   0.359,   1.021,   0.284,   0.004,   0.289,   0.080,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:30:688, 13508043510026,    1.975,   12.000, 1400,   2.263,  10.518,   2.922,   1.015,   7.300,   2.028, 58,  0,   0.350,   1.059,   0.294,   0.008,   0.290,   0.081,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:30:797, 13508240675452,    2.085,    6.000,  800,   1.790,  10.714,   2.976,   0.523,   7.357,   2.044, 57,  0,   0.344,   1.097,   0.305,   0.007,   0.291,   0.081,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:30:907, 13508437365127,    2.194,    7.000,  800,   1.616,  10.891,   3.025,   0.357,   7.396,   2.054, 57,  0,   0.313,   1.131,   0.314,   0.007,   0.292,   0.081,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:31:036, 13508669725272,    2.323,   21.000, 2800,   2.167,  11.171,   3.103,   0.882,   7.510,   2.086, 58,  0,   0.322,   1.172,   0.326,   0.034,   0.296,   0.082,  51.000,  51.000,  71.000,   0.000,   0.000,    6,   0.743
16:29:31:126, 13508832337457,    2.413,   31.000, 3700,  16.565,  12.667,   3.519,  14.601,   8.829,   2.452, 63,  0,   0.980,   1.261,   0.350,   0.300,   0.323,   0.090,  51.000,  51.000,  71.000,   0.000,   0.000,   89,  15.890
16:29:31:235, 13509028041952,    2.522,    7.000, 2000,   5.130,  13.225,   3.674,   3.472,   9.206,   2.557, 59,  0,   0.592,   1.325,   0.368,   0.068,   0.331,   0.092,  51.000,  51.000,  71.000,   0.000,   0.000,   65,  10.578
16:29:31:346, 13509227031693,    2.633,   12.000, 2000,   2.598,  13.512,   3.753,   1.231,   9.342,   2.595, 60,  0,   0.413,   1.371,   0.381,   0.029,   0.334,   0.093,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.463
16:29:31:455, 13509424649166,    2.742,    5.000,  800,   3.952,  13.946,   3.874,   2.589,   9.627,   2.674, 58,  0,   0.376,   1.412,   0.392,   0.011,   0.335,   0.093,  51.000,  51.000,  71.000,   0.000,   0.000,   29,   0.000
16:29:31:566, 13509624751988,    2.854,    7.000,  800,   1.634,  14.128,   3.924,   0.381,   9.669,   2.686, 57,  0,   0.318,   1.448,   0.402,   0.007,   0.336,   0.093,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:31:676, 13509821437996,    2.963,    8.000, 3700,   3.101,  14.466,   4.018,   1.835,   9.870,   2.742, 58,  0,   0.309,   1.481,   0.411,   0.010,   0.337,   0.094,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:31:786, 13510019935614,    3.073,    7.000,  800,   1.974,  14.684,   4.079,   0.717,   9.949,   2.763, 58,  0,   0.334,   1.518,   0.422,   0.008,   0.338,   0.094,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:31:883, 13510194498701,    3.170,   43.000, 3700,   8.556,  15.514,   4.309,   7.064,  10.634,   2.954, 68,  0,   0.744,   1.590,   0.442,   0.008,   0.339,   0.094,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:32:009, 13510422313925,    3.297,   31.000, 3700,  29.939,  19.303,   5.362,  27.579,  14.124,   3.923, 74,  0,   1.276,   1.752,   0.487,   0.127,   0.355,   0.099,  51.000,  51.000,  71.000,   0.000,   0.000,   22,   3.782
16:29:32:099, 13510583525491,    3.386,   24.000, 3700,  21.329,  21.213,   5.893,  19.155,  15.840,   4.400, 92,  0,   0.629,   1.808,   0.502,   0.258,   0.378,   0.105,  51.000,  51.000,  71.000,   0.000,   0.000,   65,  10.940
16:29:32:223, 13510806587934,    3.510,   15.000, 3700,  16.441,  23.251,   6.459,  14.900,  17.686,   4.913, 93,  0,   0.259,   1.840,   0.511,   0.005,   0.379,   0.105,  51.000,  51.000,  71.000,   0.000,   0.000,  205,   0.000
16:29:32:331, 13511001500828,    3.618,   13.000, 3800,  14.537,  24.825,   6.896,  13.343,  19.131,   5.314, 81,  0,   0.183,   1.860,   0.517,   0.010,   0.380,   0.105,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:32:440, 13511195875418,    3.726,   12.000, 3700,  14.020,  26.339,   7.316,  12.806,  20.514,   5.698, 84,  0,   0.168,   1.878,   0.522,   0.005,   0.380,   0.106,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:32:549, 13511392786651,    3.836,   13.000, 3700,  15.129,  27.994,   7.776,  13.719,  22.015,   6.115, 84,  0,   0.176,   1.897,   0.527,   0.008,   0.381,   0.106,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:32:656, 13511586132439,    3.943,   13.000, 3900,  14.662,  29.569,   8.214,  13.142,  23.426,   6.507, 81,  0,   0.170,   1.916,   0.532,   0.007,   0.382,   0.106,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:32:766, 13511782910342,    4.053,   14.000, 3700,  14.625,  31.168,   8.658,  13.456,  24.897,   6.916, 83,  0,   0.169,   1.934,   0.537,   0.010,   0.383,   0.106,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:32:876, 13511981790527,    4.163,   14.000, 3700,  15.211,  32.848,   9.125,  13.846,  26.427,   7.341, 91,  0,   0.245,   1.961,   0.545,   0.010,   0.384,   0.107,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:32:985, 13512178120670,    4.272,   17.000, 3700,  15.901,  34.583,   9.606,  14.363,  27.994,   7.776, 83,  0,   0.277,   1.991,   0.553,   0.028,   0.387,   0.108,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.586
16:29:33:094, 13512374773226,    4.381,   15.000, 3700,  16.527,  36.388,  10.108,  15.026,  29.635,   8.232, 84,  0,   0.307,   2.025,   0.562,   0.032,   0.391,   0.109,  51.000,  51.000,  71.000,   0.000,   0.000,   17,   1.886
16:29:33:203, 13512569524339,    4.490,   15.000, 3700,  16.046,  38.124,  10.590,  14.729,  31.229,   8.675, 86,  0,   0.231,   2.050,   0.569,   0.010,   0.392,   0.109,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.000
16:29:33:311, 13512764528576,    4.598,   13.000, 3700,  14.126,  39.655,  11.015,  12.651,  32.600,   9.055, 85,  0,   0.168,   2.068,   0.574,   0.009,   0.393,   0.109,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:33:420, 13512960223313,    4.707,   14.000, 3700,  15.083,  41.294,  11.471,  13.693,  34.088,   9.469, 81,  0,   0.221,   2.092,   0.581,   0.010,   0.394,   0.109,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:33:529, 13513157116451,    4.816,   12.000, 3700,  14.254,  42.854,  11.904,  12.978,  35.508,   9.863, 93,  0,   0.166,   2.110,   0.586,   0.006,   0.394,   0.110,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:33:637, 13513352073346,    4.924,   12.000, 3700,  14.200,  44.392,  12.331,  12.998,  36.916,  10.254, 79,  0,   0.172,   2.129,   0.591,   0.006,   0.395,   0.110,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:33:748, 13513550490912,    5.035,   14.000, 3700,  14.719,  46.014,  12.782,  13.542,  38.409,  10.669, 83,  0,   0.172,   2.148,   0.597,   0.007,   0.396,   0.110,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:33:857, 13513746640224,    5.144,   22.000, 3800,  17.572,  47.929,  13.314,  16.073,  40.160,  11.156, 84,  0,   0.357,   2.187,   0.607,   0.016,   0.398,   0.110,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.044
16:29:33:966, 13513943711541,    5.253,   36.000, 3700,  21.896,  50.326,  13.980,  20.078,  42.358,  11.766, 84,  0,   0.449,   2.236,   0.621,   0.004,   0.398,   0.111,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
16:29:34:075, 13514139877878,    5.362,   15.000, 3700,  15.551,  52.021,  14.450,  14.296,  43.916,  12.199, 81,  0,   0.205,   2.258,   0.627,   0.022,   0.400,   0.111,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.475
16:29:34:184, 13514336685928,    5.471,   34.000, 3700,  21.721,  54.396,  15.110,  20.424,  46.149,  12.819, 86,  0,   0.323,   2.293,   0.637,   0.006,   0.401,   0.111,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.000
16:29:34:293, 13514532770687,    5.580,   14.000, 3700,  15.280,  56.060,  15.572,  13.980,  47.672,  13.242, 81,  0,   0.254,   2.321,   0.645,   0.008,   0.402,   0.112,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:34:403, 13514729546201,    5.690,   12.000, 3700,  14.302,  57.624,  16.007,  12.886,  49.081,  13.634, 82,  0,   0.173,   2.340,   0.650,   0.006,   0.402,   0.112,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:34:512, 13514926402080,    5.799,   13.000, 3700,  14.661,  59.227,  16.452,  13.335,  50.539,  14.039, 81,  0,   0.188,   2.360,   0.656,   0.007,   0.403,   0.112,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:34:621, 13515122604812,    5.908,   12.000, 3700,  14.045,  60.758,  16.877,  12.805,  51.935,  14.426, 93,  0,   0.162,   2.378,   0.661,   0.010,   0.404,   0.112,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:34:729, 13515317337770,    6.016,   12.000, 3700,  14.108,  62.284,  17.301,  12.905,  53.331,  14.814, 84,  0,   0.159,   2.395,   0.665,   0.009,   0.405,   0.113,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:34:838, 13515512578211,    6.125,   14.000, 3800,  14.925,  63.903,  17.751,  13.758,  54.823,  15.229, 78,  0,   0.173,   2.414,   0.671,   0.010,   0.406,   0.113,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:34:947, 13515708953706,    6.234,   16.000, 3700,  15.413,  65.585,  18.218,  14.151,  56.367,  15.658, 78,  0,   0.237,   2.440,   0.678,   0.006,   0.407,   0.113,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:35:056, 13515905954183,    6.343,   94.000, 3700,  32.328,  69.123,  19.201,  29.867,  59.636,  16.566, 83,  0,   1.454,   2.599,   0.722,   0.259,   0.435,   0.121,  51.000,  51.000,  71.000,   0.000,   0.000,   36,   6.798
16:29:35:166, 13516103506935,    6.453,   17.000, 2900,   9.859,  70.205,  19.501,   7.948,  60.508,  16.808, 65,  0,   0.553,   2.660,   0.739,   0.141,   0.451,   0.125,  51.000,  51.000,  71.000,   0.000,   0.000,   35,   5.988
16:29:35:275, 13516299901191,    6.562,    7.000, 1100,   3.864,  70.626,  19.618,   2.382,  60.768,  16.880, 62,  0,   0.470,   2.711,   0.753,   0.061,   0.457,   0.127,  51.000,  51.000,  71.000,   0.000,   0.000,   53,   6.841
16:29:35:385, 13516497897164,    6.672,    6.000,  800,   1.778,  70.822,  19.673,   0.314,  60.803,  16.890, 61,  0,   0.301,   2.744,   0.762,   0.009,   0.458,   0.127,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.000
16:29:35:494, 13516694217712,    6.781,    5.000,  800,   1.609,  70.998,  19.722,   0.397,  60.846,  16.902, 60,  0,   0.296,   2.776,   0.771,   0.010,   0.459,   0.128,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.000
16:29:35:604, 13516891437628,    6.891,    5.000, 1600,   1.871,  71.203,  19.778,   0.624,  60.914,  16.921, 59,  0,   0.305,   2.810,   0.781,   0.010,   0.461,   0.128,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:35:713, 13517088043623,    7.000,    5.000,  800,   1.548,  71.372,  19.825,   0.275,  60.944,  16.929, 59,  0,   0.300,   2.843,   0.790,   0.004,   0.461,   0.128,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:35:822, 13517285392185,    7.110,    6.000,  800,   1.571,  71.544,  19.873,   0.358,  60.984,  16.940, 59,  0,   0.272,   2.873,   0.798,   0.006,   0.462,   0.128,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:35:930, 13517480715658,    7.218,    7.000,  800,   1.815,  71.741,  19.928,   0.344,  61.021,  16.950, 59,  0,   0.309,   2.906,   0.807,   0.007,   0.462,   0.128,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:36:041, 13517678818968,    7.328,   20.000, 3700,   6.227,  72.426,  20.118,   4.480,  61.514,  17.087, 61,  0,   0.496,   2.961,   0.822,   0.034,   0.466,   0.129,  51.000,  51.000,  71.000,   0.000,   0.000,    6,   0.658
16:29:36:150, 13517875521547,    7.437,    8.000, 2400,   4.241,  72.890,  20.247,   2.557,  61.794,  17.165, 60,  0,   0.493,   3.015,   0.837,   0.025,   0.469,   0.130,  51.000,  51.000,  71.000,   0.000,   0.000,   28,   2.832
16:29:36:258, 13518070268718,    7.546,   14.000, 3700,   8.529,  73.813,  20.503,   6.926,  62.543,  17.373, 63,  0,   0.386,   3.056,   0.849,   0.009,   0.470,   0.130,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:36:368, 13518267727161,    7.655,    5.000,  800,   3.248,  74.169,  20.602,   1.558,  62.714,  17.421, 60,  0,   0.334,   3.093,   0.859,   0.008,   0.471,   0.131,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:36:476, 13518461737476,    7.763,    6.000,  800,   1.573,  74.338,  20.650,   0.331,  62.750,  17.430, 59,  0,   0.304,   3.126,   0.868,   0.011,   0.472,   0.131,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:36:584, 13518656272514,    7.871,    6.000, 1200,   1.866,  74.540,  20.706,   0.621,  62.817,  17.449, 59,  0,   0.292,   3.157,   0.877,   0.008,   0.473,   0.131,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:36:694, 13518854996267,    7.982,    5.000,  800,   1.688,  74.726,  20.757,   0.279,  62.847,  17.458, 58,  0,   0.301,   3.191,   0.886,   0.006,   0.473,   0.132,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:36:804, 13519051717374,    8.091,    6.000,  800,   1.945,  74.939,  20.816,   0.578,  62.911,  17.475, 58,  0,   0.292,   3.223,   0.895,   0.004,   0.474,   0.132,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:36:912, 13519247056867,    8.199,    4.000,  800,   1.454,  75.097,  20.860,   0.220,  62.934,  17.482, 58,  0,   0.294,   3.254,   0.904,   0.012,   0.475,   0.132,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:37:029, 13519457647528,    8.316,   30.000, 2800,   2.711,  75.414,  20.948,   1.432,  63.102,  17.528, 60,  0,   0.384,   3.299,   0.916,   0.023,   0.478,   0.133,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.394
16:29:37:132, 13519641904978,    8.419,    5.000, 3200,   5.740,  76.002,  21.112,   4.328,  63.545,  17.651, 60,  0,   0.398,   3.340,   0.928,   0.017,   0.480,   0.133,  51.000,  51.000,  71.000,   0.000,   0.000,   43,   3.255
16:29:37:241, 13519838004551,    8.528,   35.000, 3600,   7.842,  76.856,  21.349,   6.500,  64.253,  17.848, 70,  0,   0.704,   3.417,   0.949,   0.007,   0.480,   0.133,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:37:349, 13520033773941,    8.636,   10.000, 1300,   7.534,  77.675,  21.576,   5.875,  64.892,  18.026, 60,  0,   0.324,   3.452,   0.959,   0.008,   0.481,   0.134,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:29:37:458, 13520230396662,    8.746,    6.000,  800,   1.619,  77.852,  21.626,   0.385,  64.934,  18.037, 59,  0,   0.312,   3.486,   0.968,   0.005,   0.482,   0.134,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:37:568, 13520427300508,    8.855,   10.000,  800,   1.820,  78.051,  21.681,   0.545,  64.994,  18.054, 58,  0,   0.336,   3.523,   0.979,   0.011,   0.483,   0.134,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:37:679, 13520627439262,    8.966,    6.000,  800,   1.995,  78.273,  21.743,   0.737,  65.076,  18.077, 58,  0,   0.325,   3.559,   0.989,   0.010,   0.484,   0.134,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:29:37:789, 13520826251872,    9.077,    7.000,  800,   2.441,  78.543,  21.817,   1.144,  65.202,  18.112, 58,  0,   0.371,   3.600,   1.000,   0.015,   0.486,   0.135,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.098
16:29:37:899, 13521023967330,    9.187,   13.000, 1000,   2.199,  78.784,  21.885,   0.853,  65.296,  18.138, 58,  0,   0.381,   3.642,   1.012,   0.014,   0.487,   0.135,  51.000,  51.000,  71.000,   0.000,   0.000,    6,   0.224
16:29:38:026, 13521251787889,    9.313,   26.000, 2300,   3.049,  79.170,  21.992,   1.672,  65.507,  18.196, 60,  0,   0.413,   3.694,   1.026,   0.019,   0.490,   0.136,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.743
16:29:38:118, 13521417521185,    9.405,    4.000,  800,   3.294,  79.473,  22.076,   1.676,  65.662,  18.239, 58,  0,   0.353,   3.727,   1.035,   0.022,   0.492,   0.137,  51.000,  51.000,  71.000,   0.000,   0.000,   40,   2.376
16:29:38:227, 13521614339843,    9.515,    5.000,  800,   2.606,  79.758,  22.155,   1.170,  65.790,  18.275, 58,  0,   0.320,   3.762,   1.045,   0.008,   0.493,   0.137,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.000
16:29:38:337, 13521811875186,    9.624,   36.000, 3700,  17.191,  81.645,  22.679,  15.061,  67.442,  18.734, 66,  0,   1.033,   3.875,   1.076,   0.444,   0.541,   0.150,  51.000,  51.000,  71.000,   0.000,   0.000,   59,  11.227
16:29:38:446, 13522008723393,    9.734,   51.000, 3700,  22.802,  84.138,  23.372,  20.418,  69.675,  19.354, 70,  0,   1.069,   3.992,   1.109,   0.307,   0.575,   0.160,  51.000,  51.000,  71.000,   0.000,   0.000,   80,  13.931
16:29:38:464, 13522041493529,    9.752,   13.000, 3800,  11.171,  84.342,  23.428,   9.732,  69.853,  19.403, 67,  0,   0.660,   4.004,   1.112,   0.402,   0.582,   0.162,  51.000,  51.000,  71.000,   0.000,   0.000,  118,  22.472

Total Elapsed Time (sec) = 9.751811
Measured RDTSC Frequency (GHz) = 1.800

Cumulative Processor Energy_0 (Joules) = 84.341858
Cumulative Processor Energy_0 (mWh) = 23.428294
Average Processor Power_0 (Watt) = 8.648841

Cumulative IA Energy_0 (Joules) = 69.852539
Cumulative IA Energy_0 (mWh) = 19.403483
Average IA Power_0 (Watt) = 7.163033

Cumulative DRAM Energy_0 (Joules) = 4.003967
Cumulative DRAM Energy_0 (mWh) = 1.112213
Average DRAM Power_0 (Watt) = 0.410587

Cumulative GT Energy_0 (Joules) = 0.582214
Cumulative GT Energy_0 (mWh) = 0.161726
Average GT Power_0 (Watt) = 0.059703
