System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
19:46:23:048, 32919075698896,    0.139,    5.000,  800,   2.623,   0.365,   0.101,   1.343,   0.187,   0.052, 56,  0,   0.306,   0.043,   0.012,   0.043,   0.006,   0.002,  51.000,  51.000,  71.000,   0.000,   0.000,   21,   0.526
19:46:23:158, 32919273879311,    0.249,    5.000,  800,   3.616,   0.763,   0.212,   2.257,   0.435,   0.121, 56,  0,   0.301,   0.076,   0.021,   0.091,   0.016,   0.004,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.080
19:46:23:269, 32919473335606,    0.360,    4.000,  900,   2.787,   1.072,   0.298,   1.356,   0.586,   0.163, 56,  0,   0.180,   0.096,   0.027,   0.227,   0.041,   0.011,  51.000,  51.000,  71.000,   0.000,   0.000,   25,   0.065
19:46:23:379, 32919671707378,    0.470,    4.000, 1100,   3.146,   1.419,   0.394,   1.609,   0.763,   0.212, 56,  0,   0.226,   0.121,   0.034,   0.273,   0.071,   0.020,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.000
19:46:23:473, 32919841289654,    0.565,    9.000, 3000,   3.763,   1.773,   0.493,   2.282,   0.978,   0.272, 57,  0,   0.219,   0.141,   0.039,   0.252,   0.095,   0.026,  51.000,  51.000,  71.000,   0.000,   0.000,   10,   1.248
19:46:23:583, 32920039160381,    0.674,    3.000, 3700,   3.145,   2.119,   0.589,   1.750,   1.170,   0.325, 67,  0,   0.186,   0.162,   0.045,   0.216,   0.119,   0.033,  51.000,  51.000,  71.000,   0.000,   0.000,  142,   0.000
19:46:23:694, 32920237765224,    0.785,    4.000,  900,   4.239,   2.587,   0.719,   2.759,   1.475,   0.410, 56,  0,   0.207,   0.185,   0.051,   0.212,   0.142,   0.040,  51.000,  51.000,  71.000,   0.000,   0.000,   13,   0.000
19:46:23:805, 32920437592010,    0.896,    2.000,  900,   2.451,   2.859,   0.794,   0.970,   1.582,   0.440, 56,  0,   0.155,   0.202,   0.056,   0.275,   0.173,   0.048,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.000
19:46:23:915, 32920635823214,    1.006,    2.000,  900,   2.643,   3.150,   0.875,   1.214,   1.716,   0.477, 56,  0,   0.167,   0.220,   0.061,   0.233,   0.198,   0.055,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
19:46:24:026, 32920835285837,    1.117,    4.000,  900,   2.333,   3.409,   0.947,   0.909,   1.817,   0.505, 56,  0,   0.153,   0.237,   0.066,   0.229,   0.224,   0.062,  51.000,  51.000,  71.000,   0.000,   0.000,   23,   0.000
19:46:24:136, 32921033969992,    1.227,    8.000, 3700,   6.992,   4.180,   1.161,   5.495,   2.424,   0.673, 59,  0,   0.184,   0.257,   0.071,   0.273,   0.254,   0.071,  51.000,  51.000,  71.000,   0.000,   0.000,   93,   0.000
19:46:24:246, 32921232713797,    1.338,    3.000,  900,   2.308,   4.435,   1.232,   0.904,   2.523,   0.701, 56,  0,   0.160,   0.275,   0.076,   0.213,   0.277,   0.077,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.000
19:46:24:357, 32921432491065,    1.449,    3.000, 3700,   3.014,   4.770,   1.325,   1.560,   2.696,   0.749, 57,  0,   0.203,   0.298,   0.083,   0.232,   0.303,   0.084,  51.000,  51.000,  71.000,   0.000,   0.000,  161,   0.000
19:46:24:467, 32921631384137,    1.559,   14.000, 3200,   3.469,   5.153,   1.431,   1.991,   2.916,   0.810, 57,  0,   0.243,   0.324,   0.090,   0.233,   0.329,   0.091,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.629
19:46:24:578, 32921829368964,    1.669,    6.000, 1000,   4.976,   5.700,   1.583,   3.509,   3.302,   0.917, 56,  0,   0.236,   0.350,   0.097,   0.213,   0.352,   0.098,  51.000,  51.000,  71.000,   0.000,   0.000,   24,   0.000
19:46:24:689, 32922029935605,    1.780,    2.000,  900,   2.654,   5.996,   1.666,   0.984,   3.412,   0.948, 56,  0,   0.167,   0.369,   0.103,   0.283,   0.384,   0.107,  51.000,  51.000,  71.000,   0.000,   0.000,   10,   0.000
19:46:24:800, 32922229881507,    1.892,    7.000, 2800,   4.589,   6.506,   1.807,   3.097,   3.756,   1.043, 56,  0,   0.251,   0.397,   0.110,   0.231,   0.409,   0.114,  51.000,  51.000,  71.000,   0.000,   0.000,  126,   0.000
19:46:24:895, 32922401295631,    1.987,    4.000,  800,   1.997,   6.696,   1.860,   0.593,   3.813,   1.059, 56,  0,   0.170,   0.413,   0.115,   0.214,   0.430,   0.119,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.000
19:46:25:019, 32922624338434,    2.111,    2.000,  800,   2.384,   6.991,   1.942,   0.944,   3.930,   1.092, 55,  0,   0.164,   0.433,   0.120,   0.227,   0.458,   0.127,  51.000,  51.000,  71.000,   0.000,   0.000,    7,   0.000
19:46:25:130, 32922822953246,    2.221,    3.000,  800,   2.348,   7.250,   2.014,   0.903,   4.029,   1.119, 55,  0,   0.162,   0.451,   0.125,   0.230,   0.483,   0.134,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
19:46:25:255, 32923047995857,    2.346,    5.000,  800,   3.750,   7.719,   2.144,   2.322,   4.319,   1.200, 55,  0,   0.176,   0.473,   0.131,   0.223,   0.511,   0.142,  51.000,  51.000,  71.000,   0.000,   0.000,   21,   0.000
19:46:25:380, 32923272816318,    2.471,    3.000, 3100,   3.150,   8.113,   2.254,   1.609,   4.520,   1.256, 57,  0,   0.237,   0.503,   0.140,   0.266,   0.544,   0.151,  51.000,  51.000,  71.000,   0.000,   0.000,   93,   0.000
19:46:25:489, 32923469350971,    2.580,    5.000, 2300,   4.881,   8.646,   2.402,   3.409,   4.893,   1.359, 56,  0,   0.250,   0.530,   0.147,   0.230,   0.570,   0.158,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.480
19:46:25:599, 32923667634158,    2.690,    6.000,  800,   2.036,   8.870,   2.464,   0.612,   4.960,   1.378, 56,  0,   0.180,   0.550,   0.153,   0.216,   0.593,   0.165,  51.000,  51.000,  71.000,   0.000,   0.000,   23,   0.000
19:46:25:709, 32923865717404,    2.800,    7.000, 1400,   3.055,   9.206,   2.557,   1.548,   5.130,   1.425, 56,  0,   0.209,   0.573,   0.159,   0.277,   0.624,   0.173,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
19:46:25:820, 32924065651818,    2.911,    4.000,  900,   1.898,   9.417,   2.616,   0.482,   5.184,   1.440, 55,  0,   0.154,   0.590,   0.164,   0.217,   0.648,   0.180,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
19:46:25:931, 32924265437281,    3.022,    2.000,  900,   2.375,   9.681,   2.689,   0.950,   5.289,   1.469, 56,  0,   0.156,   0.607,   0.169,   0.234,   0.674,   0.187,  51.000,  51.000,  71.000,   0.000,   0.000,    7,   0.000
19:46:26:043, 32924466036571,    3.134,    5.000,  800,   2.729,   9.985,   2.774,   1.306,   5.435,   1.510, 55,  0,   0.166,   0.626,   0.174,   0.229,   0.699,   0.194,  51.000,  51.000,  71.000,   0.000,   0.000,   25,   0.000
19:46:26:152, 32924663060667,    3.243,    6.000, 3700,   5.027,  10.535,   2.926,   3.492,   5.817,   1.616, 65,  0,   0.178,   0.645,   0.179,   0.285,   0.731,   0.203,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
19:46:26:263, 32924863529770,    3.355,    4.000,  900,   4.968,  11.088,   3.080,   3.313,   6.186,   1.718, 56,  0,   0.180,   0.665,   0.185,   0.213,   0.754,   0.210,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
19:46:26:373, 32925061580529,    3.465,    3.000,  900,   2.529,  11.367,   3.157,   1.103,   6.308,   1.752, 56,  0,   0.160,   0.683,   0.190,   0.230,   0.780,   0.217,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
19:46:26:484, 32925259883648,    3.575,    7.000, 3600,   4.641,  11.878,   3.299,   3.134,   6.653,   1.848, 57,  0,   0.277,   0.713,   0.198,   0.248,   0.807,   0.224,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   1.125
19:46:26:593, 32925456746485,    3.684,    4.000, 1700,   4.825,  12.406,   3.446,   3.390,   7.024,   1.951, 56,  0,   0.234,   0.739,   0.205,   0.212,   0.830,   0.231,  51.000,  51.000,  71.000,   0.000,   0.000,    1,   0.000
19:46:26:703, 32925654609651,    3.794,    3.000,  900,   1.877,  12.612,   3.503,   0.450,   7.073,   1.965, 56,  0,   0.157,   0.756,   0.210,   0.217,   0.854,   0.237,  51.000,  51.000,  71.000,   0.000,   0.000,    7,   0.000
19:46:26:813, 32925853508185,    3.905,    4.000,  900,   2.644,  12.904,   3.584,   1.223,   7.208,   2.002, 55,  0,   0.166,   0.775,   0.215,   0.228,   0.879,   0.244,  51.000,  51.000,  71.000,   0.000,   0.000,   20,   0.000
