System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
19:35:01:934, 31693068628205,    0.120,    5.000,  800,   2.837,   0.341,   0.095,   1.569,   0.189,   0.052, 52,  0,   0.336,   0.040,   0.011,   0.023,   0.003,   0.001,  51.000,  51.000,  71.000,   0.000,   0.000,   23,   0.282
19:35:02:044, 31693265323228,    0.230,    8.000, 3700,   4.706,   0.855,   0.238,   3.196,   0.538,   0.149, 53,  0,   0.241,   0.067,   0.019,   0.284,   0.034,   0.009,  51.000,  51.000,  71.000,   0.000,   0.000,   13,   1.667
19:35:02:155, 31693466222020,    0.341,    3.000,  800,   2.823,   1.171,   0.325,   1.400,   0.694,   0.193, 52,  0,   0.210,   0.090,   0.025,   0.200,   0.056,   0.016,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.147
19:35:02:263, 31693660824016,    0.449,    3.000,  800,   2.520,   1.443,   0.401,   1.097,   0.813,   0.226, 52,  0,   0.176,   0.109,   0.030,   0.213,   0.079,   0.022,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
19:35:02:373, 31693857779327,    0.559,    4.000,  800,   2.522,   1.719,   0.477,   1.102,   0.933,   0.259, 52,  0,   0.167,   0.128,   0.035,   0.214,   0.102,   0.028,  51.000,  51.000,  71.000,   0.000,   0.000,   25,   0.000
19:35:02:482, 31694054246760,    0.668,    4.000, 3700,   3.380,   2.088,   0.580,   2.007,   1.152,   0.320, 53,  0,   0.180,   0.147,   0.041,   0.262,   0.131,   0.036,  51.000,  51.000,  71.000,   0.000,   0.000,   92,   0.000
19:35:02:590, 31694248939100,    0.776,    4.000,  800,   2.958,   2.408,   0.669,   1.415,   1.305,   0.363, 52,  0,   0.222,   0.171,   0.048,   0.195,   0.152,   0.042,  51.000,  51.000,  71.000,   0.000,   0.000,   12,   0.000
19:35:02:700, 31694447004243,    0.886,    4.000,  800,   2.360,   2.668,   0.741,   0.905,   1.405,   0.390, 51,  0,   0.165,   0.189,   0.053,   0.254,   0.180,   0.050,  51.000,  51.000,  71.000,   0.000,   0.000,   25,   0.000
19:35:02:809, 31694642715331,    0.995,    4.000,  800,   2.290,   2.917,   0.810,   0.824,   1.495,   0.415, 52,  0,   0.177,   0.208,   0.058,   0.253,   0.208,   0.058,  51.000,  51.000,  71.000,   0.000,   0.000,   10,   0.000
19:35:02:919, 31694840786166,    1.105,    3.000,  800,   2.687,   3.212,   0.892,   1.269,   1.634,   0.454, 51,  0,   0.174,   0.228,   0.063,   0.211,   0.231,   0.064,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
