System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:04:11:171, 10772911241991,    2.417,    9.000, 3700,   5.348,  12.089,   3.358,   3.868,   8.390,   2.330, 59,  0,   0.429,   1.218,   0.338,   0.008,   0.232,   0.065,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
16:04:11:280, 10773107563962,    2.526,    8.000,  800,   2.207,  12.330,   3.425,   0.825,   8.480,   2.355, 58,  0,   0.341,   1.255,   0.349,   0.007,   0.233,   0.065,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:11:389, 10773303215685,    2.634,   10.000,  800,   2.044,  12.552,   3.487,   0.545,   8.539,   2.372, 57,  0,   0.337,   1.292,   0.359,   0.010,   0.234,   0.065,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:11:498, 10773499215521,    2.743,   14.000, 3200,   4.822,  13.077,   3.632,   3.427,   8.912,   2.476, 58,  0,   0.453,   1.341,   0.372,   0.007,   0.235,   0.065,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:11:608, 10773697800916,    2.854,    6.000,  800,   2.023,  13.300,   3.694,   0.727,   8.992,   2.498, 57,  0,   0.346,   1.379,   0.383,   0.009,   0.236,   0.066,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:11:718, 10773895339054,    2.963,   36.000, 3700,   7.140,  14.084,   3.912,   5.523,   9.598,   2.666, 68,  0,   0.702,   1.456,   0.405,   0.165,   0.254,   0.071,  51.000,  51.000,  71.000,   0.000,   0.000,   23,   3.790
16:04:11:828, 10774093975787,    3.074,    6.000, 1000,   5.735,  14.717,   4.088,   4.180,  10.060,   2.794, 58,  0,   0.544,   1.516,   0.421,   0.062,   0.261,   0.072,  51.000,  51.000,  71.000,   0.000,   0.000,   65,  10.062
16:04:11:938, 10774291062557,    3.183,   12.000, 1400,   2.383,  14.978,   4.160,   0.997,  10.169,   2.825, 58,  0,   0.409,   1.561,   0.434,   0.017,   0.263,   0.073,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.453
16:04:12:048, 10774489684333,    3.293,    9.000, 3700,   3.947,  15.413,   4.281,   2.551,  10.450,   2.903, 58,  0,   0.394,   1.604,   0.446,   0.041,   0.267,   0.074,  51.000,  51.000,  71.000,   0.000,   0.000,   16,   1.917
16:04:12:156, 10774684957773,    3.402,    4.000,  800,   1.916,  15.621,   4.339,   0.695,  10.526,   2.924, 57,  0,   0.312,   1.638,   0.455,   0.009,   0.268,   0.074,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
16:04:12:266, 10774881936083,    3.511,    6.000, 1900,   2.577,  15.903,   4.417,   1.327,  10.671,   2.964, 58,  0,   0.300,   1.671,   0.464,   0.005,   0.269,   0.075,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:12:375, 10775077686133,    3.620,    9.000, 3700,   2.238,  16.146,   4.485,   1.085,  10.789,   2.997, 60,  0,   0.304,   1.704,   0.473,   0.012,   0.270,   0.075,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:12:485, 10775276491830,    3.731,    7.000, 1200,   4.490,  16.642,   4.623,   3.172,  11.139,   3.094, 57,  0,   0.250,   1.732,   0.481,   0.006,   0.271,   0.075,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:12:592, 10775468291886,    3.837,    4.000, 1600,   2.291,  16.886,   4.691,   1.023,  11.248,   3.125, 57,  0,   0.327,   1.767,   0.491,   0.006,   0.271,   0.075,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:12:704, 10775670623075,    3.950,   25.000, 3700,  17.991,  18.909,   5.252,  16.116,  13.060,   3.628, 81,  0,   0.802,   1.857,   0.516,   0.201,   0.294,   0.082,  51.000,  51.000,  71.000,   0.000,   0.000,   28,   5.159
16:04:12:813, 10775867235861,    4.059,   16.000, 3700,  16.073,  20.664,   5.740,  14.444,  14.638,   4.066, 81,  0,   0.408,   1.901,   0.528,   0.091,   0.304,   0.084,  51.000,  51.000,  71.000,   0.000,   0.000,   61,   9.831
16:04:12:923, 10776063642480,    4.168,   14.000, 3700,  14.535,  22.250,   6.181,  13.308,  16.090,   4.469, 85,  0,   0.174,   1.920,   0.533,   0.010,   0.305,   0.085,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.000
16:04:13:032, 10776260391447,    4.277,   18.000, 3700,  15.954,  23.994,   6.665,  14.642,  17.690,   4.914, 80,  0,   0.251,   1.948,   0.541,   0.055,   0.311,   0.086,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.974
16:04:13:140, 10776455194644,    4.385,   12.000, 3700,  14.177,  25.528,   7.091,  12.884,  19.084,   5.301, 75,  0,   0.176,   1.967,   0.546,   0.005,   0.312,   0.087,  51.000,  51.000,  71.000,   0.000,   0.000,   14,   0.000
16:04:13:249, 10776651792332,    4.495,   12.000, 3700,  14.113,  27.070,   7.519,  12.915,  20.495,   5.693, 91,  0,   0.164,   1.985,   0.551,   0.008,   0.312,   0.087,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:13:359, 10776848780023,    4.604,   13.000, 3700,  14.336,  28.639,   7.955,  13.162,  21.935,   6.093, 75,  0,   0.190,   2.005,   0.557,   0.007,   0.313,   0.087,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:13:469, 10777047283681,    4.714,   16.000, 3700,  16.597,  30.469,   8.464,  15.049,  23.595,   6.554, 82,  0,   0.246,   2.033,   0.565,   0.008,   0.314,   0.087,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:13:577, 10777242127078,    4.823,   15.000, 3700,  15.717,  32.170,   8.936,  14.463,  25.161,   6.989, 75,  0,   0.232,   2.058,   0.572,   0.009,   0.315,   0.088,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:13:689, 10777442731364,    4.934,   15.000, 3700,  15.149,  33.859,   9.405,  13.921,  26.712,   7.420, 81,  0,   0.263,   2.087,   0.580,   0.021,   0.317,   0.088,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.610
16:04:13:798, 10777638834897,    5.043,   14.000, 3700,  14.734,  35.464,   9.851,  13.443,  28.177,   7.827, 82,  0,   0.240,   2.113,   0.587,   0.007,   0.318,   0.088,  51.000,  51.000,  71.000,   0.000,   0.000,   11,   0.000
16:04:13:907, 10777835461197,    5.152,   13.000, 3700,  14.382,  37.035,  10.287,  13.054,  29.603,   8.223, 82,  0,   0.183,   2.133,   0.593,   0.006,   0.319,   0.089,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:14:016, 10778031087586,    5.261,   18.000, 3700,  16.086,  38.783,  10.773,  14.926,  31.225,   8.674, 83,  0,   0.215,   2.157,   0.599,   0.028,   0.322,   0.089,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.654
16:04:14:125, 10778228181162,    5.370,   13.000, 3800,  14.832,  40.407,  11.224,  13.303,  32.681,   9.078, 83,  0,   0.195,   2.178,   0.605,   0.004,   0.322,   0.090,  51.000,  51.000,  71.000,   0.000,   0.000,   13,   0.000
16:04:14:234, 10778423143182,    5.479,   13.000, 3800,  14.850,  42.016,  11.671,  13.672,  34.162,   9.490, 81,  0,   0.169,   2.196,   0.610,   0.009,   0.323,   0.090,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:14:343, 10778619919002,    5.588,   12.000, 3700,  13.852,  43.530,  12.092,  12.675,  35.548,   9.874, 85,  0,   0.162,   2.214,   0.615,   0.005,   0.324,   0.090,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:14:452, 10778816903043,    5.697,   17.000, 3700,  16.585,  45.345,  12.596,  15.186,  37.210,  10.336, 81,  0,   0.200,   2.236,   0.621,   0.005,   0.324,   0.090,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:14:561, 10779013514971,    5.807,   13.000, 3700,  15.163,  47.001,  13.056,  13.843,  38.722,  10.756, 85,  0,   0.170,   2.254,   0.626,   0.008,   0.325,   0.090,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:14:671, 10779210425874,    5.916,   14.000, 3700,  14.564,  48.594,  13.498,  13.361,  40.183,  11.162, 78,  0,   0.195,   2.276,   0.632,   0.005,   0.326,   0.090,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:14:779, 10779405298009,    6.024,   13.000, 3700,  14.664,  50.182,  13.939,  13.324,  41.626,  11.563, 82,  0,   0.227,   2.300,   0.639,   0.005,   0.326,   0.091,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:14:887, 10779600539939,    6.133,   14.000, 3700,  14.914,  51.799,  14.389,  13.713,  43.113,  11.976, 82,  0,   0.207,   2.323,   0.645,   0.011,   0.327,   0.091,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:14:996, 10779796606518,    6.242,   24.000, 3700,  16.014,  53.544,  14.873,  14.705,  44.715,  12.421, 83,  0,   0.229,   2.348,   0.652,   0.035,   0.331,   0.092,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.569
16:04:15:105, 10779991326360,    6.350,   15.000, 3700,  15.055,  55.172,  15.326,  13.936,  46.223,  12.840, 87,  0,   0.181,   2.367,   0.658,   0.005,   0.332,   0.092,  51.000,  51.000,  71.000,   0.000,   0.000,   98,   0.000
16:04:15:214, 10780188178475,    6.459,   12.000, 3700,  14.915,  56.804,  15.779,  13.512,  47.700,  13.250, 86,  0,   0.164,   2.385,   0.663,   0.005,   0.332,   0.092,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:15:323, 10780384702104,    6.568,   12.000, 3800,  14.070,  58.340,  16.205,  12.870,  49.105,  13.640, 87,  0,   0.164,   2.403,   0.668,   0.008,   0.333,   0.093,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:15:433, 10780581475268,    6.678,   13.000, 3700,  14.476,  59.922,  16.645,  13.207,  50.549,  14.041, 84,  0,   0.178,   2.422,   0.673,   0.007,   0.334,   0.093,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:15:542, 10780778194311,    6.787,   12.000, 3700,  14.280,  61.483,  17.079,  12.966,  51.966,  14.435, 82,  0,   0.174,   2.441,   0.678,   0.007,   0.335,   0.093,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:15:651, 10780974886555,    6.896,   14.000, 3700,  15.405,  63.166,  17.546,  14.059,  53.502,  14.862, 82,  0,   0.188,   2.462,   0.684,   0.008,   0.336,   0.093,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:15:761, 10781173342241,    7.007,   12.000, 3700,  14.047,  64.715,  17.976,  12.882,  54.923,  15.256, 77,  0,   0.171,   2.481,   0.689,   0.003,   0.336,   0.093,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:15:871, 10781370116842,    7.116,   13.000, 3700,  14.170,  66.264,  18.407,  12.911,  56.334,  15.648, 83,  0,   0.215,   2.504,   0.696,   0.008,   0.337,   0.094,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:15:988, 10781581818133,    7.234,   39.000, 3700,  16.349,  68.187,  18.941,  15.069,  58.107,  16.141, 79,  0,   0.219,   2.530,   0.703,   0.019,   0.339,   0.094,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.389
16:04:16:089, 10781763716124,    7.335,   13.000, 3700,  14.204,  69.622,  19.340,  12.904,  59.410,  16.503, 84,  0,   0.201,   2.550,   0.708,   0.014,   0.340,   0.095,  51.000,  51.000,  71.000,   0.000,   0.000,   38,   3.017
16:04:16:198, 10781959466288,    7.443,   12.000, 3700,  14.126,  71.159,  19.766,  12.860,  60.809,  16.891, 85,  0,   0.157,   2.568,   0.713,   0.009,   0.341,   0.095,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:16:308, 10782156829209,    7.553,   12.000, 3700,  14.258,  72.722,  20.201,  13.124,  62.248,  17.291, 92,  0,   0.164,   2.585,   0.718,   0.011,   0.343,   0.095,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:16:417, 10782353441214,    7.662,   13.000, 3700,  14.338,  74.288,  20.636,  12.805,  63.647,  17.680, 85,  0,   0.164,   2.603,   0.723,   0.007,   0.343,   0.095,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:16:527, 10782551759791,    7.772,   16.000, 3700,  16.960,  76.157,  21.155,  15.530,  65.358,  18.155, 76,  0,   0.198,   2.625,   0.729,   0.007,   0.344,   0.096,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:16:636, 10782746986660,    7.881,   15.000, 3700,  15.473,  77.835,  21.621,  14.292,  66.908,  18.586, 86,  0,   0.191,   2.646,   0.735,   0.008,   0.345,   0.096,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:16:744, 10782941846482,    7.989,   13.000, 3700,  14.249,  79.377,  22.049,  13.053,  68.321,  18.978, 87,  0,   0.176,   2.665,   0.740,   0.007,   0.346,   0.096,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:16:853, 10783138591885,    8.098,   13.000, 3800,  14.615,  80.975,  22.493,  13.248,  69.769,  19.380, 81,  0,   0.218,   2.689,   0.747,   0.011,   0.347,   0.096,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:16:986, 10783378595967,    8.232,   25.000, 3800,  15.395,  83.027,  23.063,  14.222,  71.665,  19.907, 77,  0,   0.192,   2.715,   0.754,   0.020,   0.350,   0.097,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.333
16:04:17:074, 10783535778108,    8.319,   16.000, 3900,  15.184,  84.353,  23.431,  13.911,  72.880,  20.244, 83,  0,   0.216,   2.733,   0.759,   0.017,   0.351,   0.098,  51.000,  51.000,  71.000,   0.000,   0.000,   36,   2.701
16:04:17:183, 10783732744248,    8.428,   13.000, 3700,  14.320,  85.920,  23.867,  13.000,  74.303,  20.640, 85,  0,   0.196,   2.755,   0.765,   0.009,   0.352,   0.098,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:17:293, 10783929358509,    8.538,   12.000, 3700,  14.229,  87.474,  24.298,  13.018,  75.725,  21.035, 79,  0,   0.158,   2.772,   0.770,   0.006,   0.353,   0.098,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:17:402, 10784125473428,    8.647,   12.000, 3700,  14.269,  89.029,  24.730,  12.984,  77.139,  21.428, 84,  0,   0.192,   2.793,   0.776,   0.008,   0.353,   0.098,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:17:511, 10784322449639,    8.756,   20.000, 3700,  18.620,  91.067,  25.296,  17.224,  79.024,  21.951, 84,  0,   0.482,   2.846,   0.790,   0.008,   0.354,   0.098,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:17:620, 10784519231181,    8.865,   14.000, 3700,  15.631,  92.776,  25.771,  14.303,  80.588,  22.385, 87,  0,   0.200,   2.868,   0.797,   0.009,   0.355,   0.099,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:17:729, 10784715390741,    8.974,   12.000, 3700,  14.074,  94.309,  26.197,  12.833,  81.986,  22.774, 87,  0,   0.160,   2.885,   0.801,   0.010,   0.356,   0.099,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:17:838, 10784912163014,    9.084,   14.000, 3700,  14.910,  95.939,  26.650,  13.649,  83.478,  23.188, 81,  0,   0.230,   2.910,   0.808,   0.010,   0.358,   0.099,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:17:950, 10785112554103,    9.195,   12.000, 3800,  14.075,  97.506,  27.085,  12.886,  84.913,  23.587, 84,  0,   0.165,   2.929,   0.813,   0.009,   0.359,   0.100,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:18:058, 10785307170893,    9.303,   16.000, 3700,  16.080,  99.245,  27.568,  14.794,  86.512,  24.031, 81,  0,   0.226,   2.953,   0.820,   0.038,   0.363,   0.101,  51.000,  51.000,  71.000,   0.000,   0.000,    7,   0.790
16:04:18:169, 10785506422950,    9.414,   13.000, 3700,  14.495, 100.849,  28.014,  13.225,  87.976,  24.438, 88,  0,   0.186,   2.974,   0.826,   0.005,   0.363,   0.101,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.000
16:04:18:278, 10785703376021,    9.523,   39.000, 3700,  23.753, 103.448,  28.736,  22.213,  90.407,  25.113, 86,  0,   0.583,   3.037,   0.844,   0.011,   0.364,   0.101,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:18:387, 10785900235704,    9.633,   12.000, 3700,  14.307, 105.013,  29.170,  12.916,  91.819,  25.505, 85,  0,   0.174,   3.056,   0.849,   0.006,   0.365,   0.101,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:18:497, 10786096892069,    9.742,   14.000, 3700,  15.236, 106.678,  29.633,  13.825,  93.330,  25.925, 87,  0,   0.166,   3.075,   0.854,   0.006,   0.366,   0.102,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:18:606, 10786292893485,    9.851,   16.000, 3800,  16.915, 108.520,  30.144,  15.480,  95.015,  26.393, 80,  0,   0.189,   3.095,   0.860,   0.010,   0.367,   0.102,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:18:714, 10786487920948,    9.959,   15.000, 3700,  15.567, 110.206,  30.613,  14.053,  96.538,  26.816, 84,  0,   0.244,   3.122,   0.867,   0.009,   0.368,   0.102,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:18:822, 10786682844344,   10.067,   13.000, 3700,  14.349, 111.760,  31.044,  12.990,  97.945,  27.207, 83,  0,   0.199,   3.143,   0.873,   0.010,   0.369,   0.102,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:18:932, 10786881367771,   10.178,   36.000, 3700,  22.696, 114.263,  31.740,  21.239, 100.287,  27.858, 85,  0,   0.586,   3.208,   0.891,   0.007,   0.370,   0.103,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:19:041, 10787076683300,   10.286,   17.000, 3700,  16.279, 116.030,  32.230,  14.911, 101.905,  28.307, 89,  0,   0.227,   3.232,   0.898,   0.040,   0.374,   0.104,  51.000,  51.000,  71.000,   0.000,   0.000,    7,   0.737
16:04:19:149, 10787271419263,   10.394,   13.000, 3700,  14.501, 117.599,  32.666,  13.292, 103.343,  28.706, 82,  0,   0.165,   3.250,   0.903,   0.003,   0.374,   0.104,  51.000,  51.000,  71.000,   0.000,   0.000,    6,   0.000
16:04:19:258, 10787466486637,   10.503,   13.000, 3700,  14.416, 119.161,  33.100,  13.204, 104.774,  29.104, 87,  0,   0.175,   3.269,   0.908,   0.008,   0.375,   0.104,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:19:367, 10787663064891,   10.612,   16.000, 3700,  16.907, 121.007,  33.613,  15.499, 106.467,  29.574, 93,  0,   0.204,   3.292,   0.914,   0.006,   0.376,   0.104,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
16:04:19:476, 10787859644776,   10.721,   13.000, 3800,  14.547, 122.596,  34.054,  13.211, 107.909,  29.975, 86,  0,   0.166,   3.310,   0.919,   0.007,   0.377,   0.105,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:19:584, 10788055332794,   10.830,   21.000, 3700,  17.028, 124.447,  34.569,  15.312, 109.574,  30.437, 76,  0,   0.761,   3.392,   0.942,   0.237,   0.402,   0.112,  51.000,  51.000,  71.000,   0.000,   0.000,   31,   5.473
16:04:19:697, 10788257482589,   10.942,   13.000, 3400,   6.477, 125.175,  34.771,   4.659, 110.097,  30.583, 65,  0,   0.612,   3.461,   0.961,   0.121,   0.416,   0.116,  51.000,  51.000,  71.000,   0.000,   0.000,   40,   6.815
16:04:19:805, 10788451873033,   11.050,    7.000,  800,   2.565, 125.452,  34.848,   1.243, 110.231,  30.620, 62,  0,   0.349,   3.499,   0.972,   0.007,   0.417,   0.116,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.000
16:04:19:914, 10788648360855,   11.159,    6.000,  800,   1.683, 125.635,  34.899,   0.446, 110.280,  30.633, 61,  0,   0.316,   3.533,   0.981,   0.004,   0.417,   0.116,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
16:04:20:023, 10788845098228,   11.269,    7.000, 3700,   4.690, 126.148,  35.041,   3.318, 110.643,  30.734, 62,  0,   0.362,   3.573,   0.992,   0.041,   0.422,   0.117,  51.000,  51.000,  71.000,   0.000,   0.000,    7,   0.893
16:04:20:132, 10789041406395,   11.378,    9.000, 3700,   3.755, 126.557,  35.155,   2.572, 110.923,  30.812, 68,  0,   0.242,   3.599,   1.000,   0.006,   0.422,   0.117,  51.000,  51.000,  71.000,   0.000,   0.000,   10,   0.000
