System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:39:03:371, 1578863623228,    0.123,   11.000, 2600,   5.852,   0.722,   0.201,   4.056,   0.501,   0.139, 56,  0,   0.709,   0.088,   0.024,   0.287,   0.035,   0.010,  51.000,  51.000,  71.000,   0.000,   0.000,   77,  14.484
14:39:03:481, 1579061919766,    0.234,   10.000, 1700,   4.541,   1.223,   0.340,   2.612,   0.789,   0.219, 56,  0,   0.716,   0.166,   0.046,   0.309,   0.069,   0.019,  51.000,  51.000,  71.000,   0.000,   0.000,   80,  14.466
14:39:03:590, 1579258385471,    0.343,   13.000, 1700,   3.758,   1.633,   0.454,   1.853,   0.991,   0.275, 56,  0,   0.782,   0.252,   0.070,   0.312,   0.104,   0.029,  51.000,  51.000,  71.000,   0.000,   0.000,   75,  14.270
14:39:03:699, 1579454087700,    0.451,   16.000, 1700,   3.628,   2.027,   0.563,   1.800,   1.186,   0.330, 55,  0,   0.713,   0.329,   0.091,   0.272,   0.133,   0.037,  51.000,  51.000,  71.000,   0.000,   0.000,   78,  14.832
14:39:03:807, 1579648937116,    0.560,   15.000, 1700,   3.859,   2.445,   0.679,   1.971,   1.400,   0.389, 56,  0,   0.803,   0.416,   0.116,   0.305,   0.166,   0.046,  51.000,  51.000,  71.000,   0.000,   0.000,   74,  14.216
14:39:03:915, 1579844347055,    0.668,   14.000, 3700,   5.509,   3.043,   0.845,   3.743,   1.806,   0.502, 57,  0,   0.685,   0.491,   0.136,   0.165,   0.184,   0.051,  51.000,  51.000,  71.000,   0.000,   0.000,   51,   8.542
14:39:04:025, 1580041291587,    0.778,   17.000, 3700,  13.650,   4.537,   1.260,  11.666,   3.083,   0.856, 60,  0,   0.857,   0.584,   0.162,   0.339,   0.221,   0.061,  51.000,  51.000,  71.000,   0.000,   0.000,   82,  15.147
14:39:04:134, 1580238475923,    0.887,   12.000, 3700,   8.911,   5.513,   1.531,   7.034,   3.853,   1.070, 58,  0,   0.685,   0.659,   0.183,   0.306,   0.255,   0.071,  51.000,  51.000,  71.000,   0.000,   0.000,   84,  15.367
14:39:04:244, 1580435858301,    0.997,    9.000, 2200,   7.655,   6.352,   1.764,   5.889,   4.499,   1.250, 58,  0,   0.688,   0.735,   0.204,   0.239,   0.281,   0.078,  51.000,  51.000,  71.000,   0.000,   0.000,   58,   9.875
14:39:04:355, 1580635989823,    1.108,   10.000, 2200,   4.451,   6.847,   1.902,   2.701,   4.799,   1.333, 57,  0,   0.646,   0.807,   0.224,   0.221,   0.305,   0.085,  51.000,  51.000,  71.000,   0.000,   0.000,   56,   9.276
14:39:04:464, 1580831435328,    1.217,   11.000, 2200,   4.345,   7.319,   2.033,   2.519,   5.073,   1.409, 57,  0,   0.747,   0.888,   0.247,   0.214,   0.329,   0.091,  51.000,  51.000,  71.000,   0.000,   0.000,   55,   9.456
14:39:04:573, 1581028719914,    1.326,   11.000, 2200,   4.401,   7.801,   2.167,   2.615,   5.359,   1.489, 56,  0,   0.724,   0.967,   0.269,   0.225,   0.353,   0.098,  51.000,  51.000,  71.000,   0.000,   0.000,   56,   9.285
14:39:04:682, 1581224981454,    1.435,   10.000, 1600,   3.505,   8.183,   2.273,   1.733,   5.548,   1.541, 55,  0,   0.657,   1.039,   0.289,   0.204,   0.376,   0.104,  51.000,  51.000,  71.000,   0.000,   0.000,   55,   9.288
14:39:04:791, 1581419666292,    1.543,   11.000, 1600,   3.275,   8.538,   2.372,   1.507,   5.711,   1.586, 56,  0,   0.698,   1.114,   0.310,   0.207,   0.398,   0.111,  51.000,  51.000,  71.000,   0.000,   0.000,   50,   8.493
14:39:04:900, 1581616755111,    1.653,   10.000, 3700,   3.001,   8.866,   2.463,   1.587,   5.885,   1.635, 56,  0,   0.390,   1.157,   0.321,   0.073,   0.406,   0.113,  51.000,  51.000,  71.000,   0.000,   0.000,   21,   3.001
14:39:05:009, 1581812761058,    1.762,   22.000, 3700,  11.543,  10.123,   2.812,   9.867,   6.959,   1.933, 66,  0,   0.753,   1.239,   0.344,   0.176,   0.425,   0.118,  51.000,  51.000,  71.000,   0.000,   0.000,   42,   7.828
14:39:05:119, 1582010985743,    1.872,    6.000, 2300,   7.044,  10.899,   3.027,   5.310,   7.544,   2.096, 56,  0,   0.476,   1.291,   0.359,   0.075,   0.433,   0.120,  51.000,  51.000,  71.000,   0.000,   0.000,   74,  12.731
14:39:05:227, 1582204450675,    1.979,   12.000, 2000,   2.107,  11.125,   3.090,   0.815,   7.632,   2.120, 55,  0,   0.383,   1.333,   0.370,   0.018,   0.435,   0.121,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.110
14:39:05:336, 1582401359718,    2.089,    5.000,  800,   1.985,  11.343,   3.151,   0.612,   7.699,   2.139, 55,  0,   0.391,   1.375,   0.382,   0.021,   0.438,   0.122,  51.000,  51.000,  71.000,   0.000,   0.000,   52,   4.243
14:39:05:445, 1582598599887,    2.198,    6.000,  800,   1.548,  11.512,   3.198,   0.329,   7.735,   2.149, 54,  0,   0.295,   1.408,   0.391,   0.004,   0.438,   0.122,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
14:39:05:555, 1582795625814,    2.308,    6.000,  800,   1.569,  11.684,   3.246,   0.316,   7.769,   2.158, 54,  0,   0.308,   1.441,   0.400,   0.004,   0.439,   0.122,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
14:39:05:664, 1582992534796,    2.417,    7.000,  800,   1.571,  11.856,   3.293,   0.346,   7.807,   2.169, 54,  0,   0.291,   1.473,   0.409,   0.008,   0.439,   0.122,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
14:39:05:772, 1583186627522,    2.525,    8.000, 1900,   2.373,  12.112,   3.364,   1.080,   7.924,   2.201, 55,  0,   0.333,   1.509,   0.419,   0.006,   0.440,   0.122,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
14:39:05:881, 1583381337743,    2.633,   16.000, 3700,   2.795,  12.414,   3.448,   1.540,   8.090,   2.247, 60,  0,   0.309,   1.543,   0.429,   0.020,   0.442,   0.123,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.275
14:39:05:996, 1583589952826,    2.749,   13.000, 1700,   4.030,  12.881,   3.578,   2.573,   8.388,   2.330, 56,  0,   0.441,   1.594,   0.443,   0.067,   0.450,   0.125,  51.000,  51.000,  71.000,   0.000,   0.000,   42,   5.706
14:39:06:114, 1583802391591,    2.867,   10.000, 2800,   7.420,  13.757,   3.821,   5.721,   9.064,   2.518, 55,  0,   0.345,   1.635,   0.454,   0.007,   0.451,   0.125,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.000
14:39:06:224, 1584000653491,    2.977,    4.000,  800,   1.547,  13.927,   3.869,   0.317,   9.099,   2.527, 54,  0,   0.290,   1.667,   0.463,   0.004,   0.451,   0.125,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
