System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:45:05:352, 338993781892460,    0.109,    3.000,  800,   3.326,   0.362,   0.101,   1.760,   0.192,   0.053, 59,  0,   0.369,   0.040,   0.011,   0.015,   0.002,   0.000,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.327
01:45:05:461, 338993977551398,    0.218,   10.000,  800,   1.859,   0.564,   0.157,   0.560,   0.253,   0.070, 59,  0,   0.334,   0.076,   0.021,   0.032,   0.005,   0.001,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.983
01:45:05:571, 338994175390472,    0.328,    9.000,  800,   1.759,   0.758,   0.210,   0.474,   0.305,   0.085, 59,  0,   0.325,   0.112,   0.031,   0.012,   0.006,   0.002,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.148
01:45:05:681, 338994374284389,    0.438,    6.000,  800,   1.816,   0.958,   0.266,   0.540,   0.364,   0.101, 59,  0,   0.304,   0.146,   0.041,   0.006,   0.007,   0.002,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.000
01:45:05:800, 338994588298877,    0.557,   14.000, 3800,   2.889,   1.302,   0.362,   1.735,   0.571,   0.159, 66,  0,   0.292,   0.180,   0.050,   0.013,   0.009,   0.002,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.214
01:45:05:900, 338994768015432,    0.657,    6.000, 2500,   5.359,   1.837,   0.510,   3.856,   0.956,   0.265, 60,  0,   0.427,   0.223,   0.062,   0.014,   0.010,   0.003,  51.000,  51.000,  71.000,   0.000,   0.000,   36,   3.078
01:45:06:009, 338994965066522,    0.766,    8.000,  800,   3.921,   2.266,   0.629,   2.567,   1.237,   0.344, 61,  0,   0.293,   0.255,   0.071,   0.028,   0.013,   0.004,  51.000,  51.000,  71.000,   0.000,   0.000,    6,   0.761
01:45:06:105, 338995137892778,    0.862,    8.000, 2900,   6.813,   2.920,   0.811,   4.941,   1.711,   0.475, 60,  0,   0.329,   0.287,   0.080,   0.005,   0.013,   0.004,  51.000,  51.000,  71.000,   0.000,   0.000,    6,   0.000
01:45:06:228, 338995359213379,    0.985,    8.000, 1300,   6.916,   3.771,   1.047,   5.319,   2.365,   0.657, 60,  0,   0.270,   0.320,   0.089,   0.005,   0.014,   0.004,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
01:45:06:324, 338995531729502,    1.081,    5.000,  800,   1.698,   3.934,   1.093,   0.438,   2.407,   0.669, 59,  0,   0.285,   0.347,   0.096,   0.008,   0.015,   0.004,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
