System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:15:05:326, 5470385562974,    0.121,    8.000, 3800,   3.878,   0.469,   0.130,   2.579,   0.312,   0.087, 56,  0,   0.355,   0.043,   0.012,   0.019,   0.002,   0.001,  51.000,  51.000,  71.000,   0.000,   0.000,   10,   0.409
15:15:05:434, 5470579963646,    0.229,    4.000,  800,   2.287,   0.716,   0.199,   0.951,   0.414,   0.115, 50,  0,   0.368,   0.083,   0.023,   0.012,   0.004,   0.001,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.128
15:15:05:541, 5470774418894,    0.337,    6.000,  800,   2.223,   0.956,   0.266,   0.944,   0.516,   0.143, 50,  0,   0.340,   0.119,   0.033,   0.013,   0.005,   0.001,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.124
15:15:05:651, 5470972062257,    0.447,   13.000, 3800,   4.038,   1.399,   0.389,   2.720,   0.815,   0.226, 50,  0,   0.425,   0.166,   0.046,   0.012,   0.006,   0.002,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.066
15:15:05:761, 5471170240802,    0.557,   10.000,  800,   2.563,   1.682,   0.467,   1.174,   0.944,   0.262, 50,  0,   0.396,   0.210,   0.058,   0.017,   0.008,   0.002,  51.000,  51.000,  71.000,   0.000,   0.000,    5,   0.176
15:15:05:871, 5471366811721,    0.666,   18.000, 2400,   3.192,   2.030,   0.564,   1.715,   1.132,   0.314, 51,  0,   0.525,   0.267,   0.074,   0.065,   0.015,   0.004,  51.000,  51.000,  71.000,   0.000,   0.000,   16,   2.327
15:15:05:981, 5471564630473,    0.776,    7.000, 1800,   3.412,   2.405,   0.668,   2.078,   1.360,   0.378, 51,  0,   0.394,   0.310,   0.086,   0.007,   0.016,   0.004,  51.000,  51.000,  71.000,   0.000,   0.000,   20,   0.000
15:15:06:091, 5471763646049,    0.886,   12.000, 3800,   5.144,   2.974,   0.826,   3.610,   1.759,   0.489, 51,  0,   0.555,   0.372,   0.103,   0.034,   0.020,   0.006,  51.000,  51.000,  71.000,   0.000,   0.000,    6,   0.661
15:15:06:202, 5471962453271,    0.997,    6.000,  800,   2.148,   3.211,   0.892,   0.900,   1.859,   0.516, 50,  0,   0.302,   0.405,   0.113,   0.008,   0.021,   0.006,  51.000,  51.000,  71.000,   0.000,   0.000,    8,   0.000
15:15:06:311, 5472158942556,    1.106,    4.000,  800,   1.430,   3.367,   0.935,   0.193,   1.880,   0.522, 50,  0,   0.292,   0.437,   0.121,   0.010,   0.022,   0.006,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:06:419, 5472353753478,    1.214,    6.000,  800,   3.742,   3.772,   1.048,   2.471,   2.147,   0.596, 50,  0,   0.311,   0.471,   0.131,   0.007,   0.023,   0.006,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:06:528, 5472550622246,    1.324,   14.000,  800,   1.871,   3.977,   1.105,   0.678,   2.221,   0.617, 50,  0,   0.334,   0.507,   0.141,   0.006,   0.023,   0.006,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:06:638, 5472748496489,    1.434,   16.000,  800,   2.058,   4.203,   1.168,   0.786,   2.308,   0.641, 50,  0,   0.363,   0.547,   0.152,   0.006,   0.024,   0.007,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:06:747, 5472944516771,    1.543,   16.000,  800,   2.094,   4.431,   1.231,   0.838,   2.399,   0.666, 50,  0,   0.356,   0.586,   0.163,   0.008,   0.025,   0.007,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:06:856, 5473141363848,    1.652,   11.000, 2600,   3.471,   4.811,   1.336,   1.937,   2.611,   0.725, 50,  0,   0.403,   0.630,   0.175,   0.005,   0.025,   0.007,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:06:966, 5473337521141,    1.761,    8.000, 1400,   4.980,   5.353,   1.487,   3.381,   2.979,   0.828, 51,  0,   0.319,   0.665,   0.185,   0.003,   0.026,   0.007,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:07:076, 5473536161253,    1.871,    7.000, 3700,   3.637,   5.755,   1.599,   2.275,   3.230,   0.897, 51,  0,   0.388,   0.708,   0.197,   0.035,   0.030,   0.008,  51.000,  51.000,  71.000,   0.000,   0.000,    6,   0.715
15:15:07:187, 5473735774082,    1.982,    6.000,  800,   2.541,   6.036,   1.677,   1.194,   3.363,   0.934, 51,  0,   0.388,   0.751,   0.209,   0.003,   0.030,   0.008,  51.000,  51.000,  71.000,   0.000,   0.000,   16,   0.000
15:15:07:296, 5473932575037,    2.091,   34.000, 3700,   7.941,   6.905,   1.918,   6.313,   4.053,   1.126, 62,  0,   0.724,   0.830,   0.230,   0.229,   0.055,   0.015,  51.000,  51.000,  71.000,   0.000,   0.000,   34,   5.880
15:15:07:407, 5474131410553,    2.202,    6.000, 3100,   4.814,   7.436,   2.066,   3.359,   4.424,   1.229, 51,  0,   0.403,   0.874,   0.243,   0.052,   0.061,   0.017,  51.000,  51.000,  71.000,   0.000,   0.000,   85,  14.274
15:15:07:515, 5474326967452,    2.311,    7.000, 2900,   3.090,   7.772,   2.159,   1.700,   4.609,   1.280, 51,  0,   0.410,   0.919,   0.255,   0.049,   0.066,   0.018,  51.000,  51.000,  71.000,   0.000,   0.000,    7,   1.022
15:15:07:623, 5474521662665,    2.419,   10.000,  800,   2.017,   7.990,   2.220,   0.697,   4.684,   1.301, 50,  0,   0.371,   0.959,   0.266,   0.008,   0.067,   0.019,  51.000,  51.000,  71.000,   0.000,   0.000,   41,   0.000
15:15:07:734, 5474720714696,    2.529,    6.000,  800,   1.511,   8.157,   2.266,   0.258,   4.713,   1.309, 50,  0,   0.322,   0.995,   0.276,   0.009,   0.068,   0.019,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:07:841, 5474913766627,    2.637,   12.000, 2400,   2.305,   8.405,   2.335,   0.896,   4.809,   1.336, 52,  0,   0.296,   1.026,   0.285,   0.003,   0.068,   0.019,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:07:951, 5475110618103,    2.746,    5.000,  800,   3.442,   8.781,   2.439,   2.092,   5.038,   1.399, 50,  0,   0.333,   1.063,   0.295,   0.006,   0.069,   0.019,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:08:064, 5475314271772,    2.859,   18.000, 2400,   2.175,   9.027,   2.508,   0.946,   5.145,   1.429, 51,  0,   0.307,   1.097,   0.305,   0.042,   0.074,   0.020,  51.000,  51.000,  71.000,   0.000,   0.000,    7,   1.000
15:15:08:170, 5475506094721,    2.966,   10.000, 3700,   8.793,   9.964,   2.768,   7.427,   5.936,   1.649, 62,  0,   0.518,   1.153,   0.320,   0.022,   0.076,   0.021,  51.000,  51.000,  71.000,   0.000,   0.000,   38,   2.116
15:15:08:281, 5475704410609,    3.076,   20.000, 3700,  16.685,  11.802,   3.278,  14.766,   7.563,   2.101, 64,  0,   0.621,   1.221,   0.339,   0.058,   0.082,   0.023,  51.000,  51.000,  71.000,   0.000,   0.000,   12,   1.686
15:15:08:391, 5475902055553,    3.186,   16.000, 3700,  15.985,  13.558,   3.766,  14.633,   9.170,   2.547, 75,  0,   0.325,   1.257,   0.349,   0.056,   0.088,   0.025,  51.000,  51.000,  71.000,   0.000,   0.000,   13,   1.791
15:15:08:501, 5476100617305,    3.296,   14.000, 3700,  16.337,  15.360,   4.267,  15.171,  10.843,   3.012, 74,  0,   0.200,   1.279,   0.355,   0.008,   0.089,   0.025,  51.000,  51.000,  71.000,   0.000,   0.000,    9,   0.000
15:15:08:610, 5476297285942,    3.405,   12.000, 3700,  15.267,  17.028,   4.730,  13.942,  12.366,   3.435, 72,  0,   0.166,   1.297,   0.360,   0.005,   0.090,   0.025,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
15:15:08:720, 5476495933147,    3.516,   15.000, 3700,  16.489,  18.848,   5.235,  15.319,  14.057,   3.905, 75,  0,   0.244,   1.324,   0.368,   0.006,   0.091,   0.025,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
15:15:08:831, 5476694450924,    3.626,   13.000, 3700,  15.524,  20.560,   5.711,  14.274,  15.631,   4.342, 76,  0,   0.196,   1.346,   0.374,   0.008,   0.091,   0.025,  51.000,  51.000,  71.000,   0.000,   0.000,    2,   0.000
15:15:08:941, 5476892995860,    3.736,   16.000, 3700,  17.245,  22.462,   6.239,  15.929,  17.388,   4.830, 84,  0,   0.178,   1.365,   0.379,   0.006,   0.092,   0.026,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:09:051, 5477090707162,    3.846,   24.000, 3800,  16.131,  24.234,   6.732,  14.996,  19.035,   5.288, 74,  0,   0.198,   1.387,   0.385,   0.023,   0.095,   0.026,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.299
15:15:09:160, 5477287223306,    3.955,   14.000, 3700,  16.512,  26.036,   7.232,  14.865,  20.658,   5.738, 69,  0,   0.301,   1.420,   0.394,   0.020,   0.097,   0.027,  51.000,  51.000,  71.000,   0.000,   0.000,   38,   3.184
15:15:09:270, 5477485736558,    4.065,   16.000, 3700,  16.704,  27.879,   7.744,  15.398,  22.357,   6.210, 78,  0,   0.282,   1.451,   0.403,   0.023,   0.099,   0.028,  51.000,  51.000,  71.000,   0.000,   0.000,    4,   0.389
15:15:09:380, 5477682525220,    4.175,   12.000, 3700,  15.107,  29.530,   8.203,  13.881,  23.874,   6.632, 80,  0,   0.192,   1.472,   0.409,   0.006,   0.100,   0.028,  51.000,  51.000,  71.000,   0.000,   0.000,   28,   0.000
15:15:09:474, 5477852109555,    4.269,   14.000, 3700,  16.259,  31.062,   8.628,  15.070,  25.294,   7.026, 77,  0,   0.178,   1.489,   0.414,   0.010,   0.101,   0.028,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
15:15:09:583, 5478049062914,    4.378,   13.000, 3700,  15.301,  32.736,   9.093,  13.993,  26.825,   7.451, 76,  0,   0.171,   1.507,   0.419,   0.004,   0.101,   0.028,  51.000,  51.000,  71.000,   0.000,   0.000,    3,   0.000
